PG.ProteinAccessions,PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,Control_R1.raw.PG.Quantity,Control_R1.raw.PG.NrOfPrecursorsMeasured,Control_R1.raw.PG.NrOfStrippedSequencesIdentified,Control_R2.raw.PG.Quantity,Control_R2.raw.PG.NrOfPrecursorsMeasured,Control_R2.raw.PG.NrOfStrippedSequencesIdentified,Control_R3.raw.PG.Quantity,Control_R3.raw.PG.NrOfPrecursorsMeasured,Control_R3.raw.PG.NrOfStrippedSequencesIdentified,TreatmentA_R1.raw.PG.Quantity,TreatmentA_R1.raw.PG.NrOfPrecursorsMeasured,TreatmentA_R1.raw.PG.NrOfStrippedSequencesIdentified,TreatmentA_R2.raw.PG.Quantity,TreatmentA_R2.raw.PG.NrOfPrecursorsMeasured,TreatmentA_R2.raw.PG.NrOfStrippedSequencesIdentified,TreatmentA_R3.raw.PG.Quantity,TreatmentA_R3.raw.PG.NrOfPrecursorsMeasured,TreatmentA_R3.raw.PG.NrOfStrippedSequencesIdentified,TreatmentB_R1.raw.PG.Quantity,TreatmentB_R1.raw.PG.NrOfPrecursorsMeasured,TreatmentB_R1.raw.PG.NrOfStrippedSequencesIdentified,TreatmentB_R2.raw.PG.Quantity,TreatmentB_R2.raw.PG.NrOfPrecursorsMeasured,TreatmentB_R2.raw.PG.NrOfStrippedSequencesIdentified,TreatmentB_R3.raw.PG.Quantity,TreatmentB_R3.raw.PG.NrOfPrecursorsMeasured,TreatmentB_R3.raw.PG.NrOfStrippedSequencesIdentified,PG.Log2FC,PG.Pvalue
P00627,GENE0627,Protein description 627,GENE0627_HUMAN,16970.372261384357,2,2,13846.470835861563,1,2,15730.98968041403,3,2,16611.276263948268,3,2,19893.18007768209,3,2,19455.397173399557,1,2,12518.95153331263,2,1,13418.027473443242,2,2,11725.143040259236,3,1,0.2661537711193791,0.08799630405602815
P00628,GENE0628,Protein description 628,GENE0628_HUMAN,345023.6516432164,13,1,331757.53966695967,12,1,380824.6578185987,12,2,311711.0036773725,12,2,355584.0874353392,12,2,490266.6482701985,12,1,287601.9539675106,14,1,291505.6831313252,13,2,382778.5456758902,13,2,0.1060050199439253,0.6288990689217009
P00629,GENE0629,Protein description 629,GENE0629_HUMAN,6476.132354802058,11,2,7426.962969449767,11,2,5531.762156361711,12,2,6949.6434623558325,13,2,6889.100286475722,13,2,6373.889260965616,12,2,4725.3158748487385,12,3,4788.690543618342,13,2,4265.118882393528,12,3,0.06592817186461453,0.6363192367259056
P00630,GENE0630,Protein description 630,GENE0630_HUMAN,516.2702331091083,9,7,608.7451288903928,7,7,507.31530497878634,7,6,608.9992745564073,9,6,653.4138624446266,7,6,503.8237341855864,7,7,352.8480484501133,7,7,,7,6,416.4940922079202,9,6,0.11016974401331758,0.4749223378108176
P00631,GENE0631,Protein description 631,GENE0631_HUMAN,492348.4815264984,15,2,564494.20250924,14,2,516774.11328453576,14,3,687349.988318991,13,3,758851.4920703206,14,3,650427.2892776123,15,2,495886.9899665522,14,3,451235.90687132924,13,3,455679.6053865138,15,3,0.4133592912249675,0.00896238545995312
P00632,GENE0632,Protein description 632,GENE0632_HUMAN,2903674.427597443,10,1,2573112.5088097155,12,2,2769525.8175567123,11,2,3100190.6235851287,10,1,2569701.907046944,12,2,2528069.400165184,11,1,2230713.0248148423,12,2,2510335.1476601497,12,2,2335758.7271366995,12,1,-0.013013073815031362,0.9092263254045547
P00633,GENE0633,Protein description 633,GENE0633_HUMAN,,1,4,13948.942518121838,3,3,20985.1477506736,1,4,16329.021780160072,2,4,20792.319367692355,1,4,19110.291689510846,1,3,15710.69962102653,1,3,10007.805969882524,1,3,12959.550225536406,1,4,0.12451743378556479,0.6601776764985466
P00634,GENE0634,Protein description 634,GENE0634_HUMAN,1052.9099292291614,6,3,1181.0317802609998,6,4,1163.123089790089,8,3,1430.21609053797,6,4,1119.9854259069466,7,3,1189.0924881082144,6,3,901.7792551800607,8,3,1223.0354578104227,7,4,,7,3,0.13238014563733813,0.3253682576537204
P00635,GENE0635,Protein description 635,GENE0635_HUMAN,22739.720201573266,12,4,22379.211361718244,12,3,,13,3,25568.500954203544,13,3,20888.517810730005,13,4,21267.09790680547,12,4,13735.253381390088,13,4,17699.6218356564,12,4,17339.472122298685,11,3,-0.005119888589032229,0.968812052650315
P00636,GENE0636,Protein description 636,GENE0636_HUMAN,16811.75718518408,12,5,20936.292716046115,11,5,18912.43751605526,12,5,263145.8488432827,12,5,346443.75507009344,13,4,316709.53015182685,12,5,18597.93350728993,12,5,14869.929892224782,11,5,16299.78883583177,11,5,4.027538837013248,1.0947834306938685e-05
P00637,GENE0637,Protein description 637,GENE0637_HUMAN,26784.25560340565,4,3,19007.786958682547,3,3,25511.118960097312,4,3,25597.58400024469,5,3,31337.03467467996,5,3,25933.523715111638,4,3,19522.572116457108,5,2,23712.528097960905,5,3,30103.16290665646,4,3,0.2265308706764646,0.2790634085636157
P00638,GENE0638,Protein description 638,GENE0638_HUMAN,3908.616552140587,3,1,,4,2,5498.563874548407,3,1,6015.382150138638,3,1,6230.787084639791,5,1,4980.922540258881,4,2,3869.0111166076294,4,2,4035.264774685329,5,2,4123.117206409664,3,1,0.30197146878492376,0.2713764166865306
P00639,GENE0639,Protein description 639,GENE0639_HUMAN,83254.32147177785,15,1,103366.06375412297,13,2,83929.95949937015,13,1,91126.40811624189,13,2,107784.00986552417,15,1,124976.10213028124,14,2,90188.15965345352,13,1,74060.37611217765,13,1,79888.04977188083,14,2,0.2550396858566977,0.2006321571281546
P00640,GENE0640,Protein description 640,GENE0640_HUMAN,73703.7321971547,2,7,90946.21905065312,3,7,87159.07041669246,2,6,78486.48549044761,2,7,78797.0457761871,2,7,102645.55764592606,3,6,63562.951279708366,2,7,71912.27672196351,3,6,70094.48015608214,3,6,0.03992764659933812,0.8130195600181792
P00641,GENE0641,Protein description 641,GENE0641_HUMAN,2006.7390478746343,14,6,2133.8493566827615,13,6,2203.4397691680047,14,5,2799.177739492088,15,5,3361.3516524861366,13,6,3190.801033114458,14,5,2316.177097917315,14,5,2468.556151610825,15,5,2103.143866286971,13,6,0.556631470662996,0.0031903706755276547
P00642,GENE0642,Protein description 642,GENE0642_HUMAN,126763.01219684657,9,3,101259.23878752654,8,3,116439.30718182851,10,3,119728.70864262388,10,3,135821.83926251205,9,2,108773.43030579083,9,2,74715.5393330744,10,3,95831.65247946882,9,2,114514.5243197677,8,2,0.08101508148833148,0.5737036297067752
P00643,GENE0643,Protein description 643,GENE0643_HUMAN,1194543.6093189367,13,7,834278.6357682634,13,7,1447692.438531965,13,7,1236607.9096218934,13,8,1057185.372161088,11,8,1476903.5840259537,11,8,1169237.363596487,11,7,681524.8884088282,13,8,953216.1347182145,11,7,0.1401254294129295,0.6329873648711073
P00644,GENE0644,Protein description 644,GENE0644_HUMAN,45591.32728116367,3,4,42430.12546963786,3,4,41971.72303795665,3,5,54685.55910171252,5,5,43062.55550654607,3,4,49712.66097849609,4,5,40670.29822244337,3,4,44566.75242429767,3,4,,5,5,0.17598037638110853,0.17524349322278235
P00645,GENE0645,Protein description 645,GENE0645_HUMAN,24505.03411034565,7,7,18975.423632388443,5,6,14453.295631941279,5,6,19964.444150460924,5,6,18807.116764217317,7,6,24187.49275102223,5,6,14331.865807383145,7,7,15837.605427671664,5,6,,7,6,0.1447880280939735,0.587291834645323
P00646,GENE0646,Protein description 646,GENE0646_HUMAN,25423.676057596196,11,6,24787.009253494256,12,7,27910.196832339716,11,7,25580.154526904378,11,7,29171.816950255372,10,6,36788.72427010577,12,6,18173.2404552102,10,7,21911.227378208703,12,6,18637.190299448455,10,6,0.21410490623320655,0.2564513877543847
P00647,GENE0647,Protein description 647,GENE0647_HUMAN,106295.22181823742,4,3,99926.86394482915,5,3,68397.56453563375,4,4,112567.09708320495,5,4,97957.39015837666,4,4,103555.73396232277,3,3,71202.98699139326,3,3,92874.15111943717,4,3,64668.18159039613,5,4,0.21746026193519086,0.35316885605610504
P00648,GENE0648,Protein description 648,GENE0648_HUMAN,1481.4421578790923,2,5,,4,5,1801.4500993560234,4,6,1802.5618150371547,3,5,1741.7643702449711,2,6,2007.4410517228034,3,6,1218.770493911469,4,5,1350.4632530004603,2,6,1403.64938023772,2,6,0.1772381144281443,0.2716714817915604
P00649,GENE0649,Protein description 649,GENE0649_HUMAN,40312.55720296848,10,6,31417.94991356453,9,6,48362.5965589474,8,5,40602.780339663295,10,6,60517.756885082774,9,6,38953.85328250084,10,6,40434.75598901783,8,5,37863.8770812856,10,5,32739.762314866388,10,5,0.21466434335857087,0.47304541948416257
P00650,GENE0650,Protein description 650,GENE0650_HUMAN,17105.153281540224,3,4,17675.844498674287,2,5,16411.880311257686,2,4,19441.007007465512,3,5,16869.526922006804,2,5,17841.660952087786,1,4,12449.76597166689,3,4,14693.609678777586,2,5,11914.552505204221,1,5,0.07927389300780696,0.3028417241328965
P00651,GENE0651,Protein description 651,GENE0651_HUMAN,810935.5084904238,14,5,666278.9563822473,15,5,875096.8641551099,14,5,961855.20648682,15,5,894252.5861118144,13,5,1097917.150042722,13,5,683017.422307003,13,6,662781.5675085728,15,5,732308.3532807708,15,6,0.33268105789278835,0.084508176879602
P00652,GENE0652,Protein description 652,GENE0652_HUMAN,23496.23443292945,11,3,25090.694903670563,11,4,22109.58313306202,10,3,31645.369891345716,11,4,39817.915600693894,10,4,26070.718734340873,11,3,118486.37896671482,10,3,161060.29906380537,11,4,140278.3715000613,10,4,0.4445295569943841,0.07337761109567904
P00653,GENE0653,Protein description 653,GENE0653_HUMAN,544254.7661188485,12,2,527150.8671228851,11,2,603020.0201944871,10,1,724329.7124553017,11,1,812343.857448176,12,1,574051.7845715251,11,2,479976.36996117525,11,2,492790.51689631335,10,2,606454.5434741719,12,1,0.3217380106179064,0.11229935669278028
P00654,GENE0654,Protein description 654,GENE0654_HUMAN,4324.372175537882,9,2,4486.547085639756,7,1,4483.833033824697,9,1,6089.443189542498,9,2,,9,2,5328.281117553714,8,1,3741.6863393140447,8,2,4765.261490170479,9,2,4294.487279464966,8,2,0.36238065734973013,0.017079002796261004
P00655,GENE0655,Protein description 655,GENE0655_HUMAN,102014.77395258358,9,5,81994.93559788668,11,5,90583.55445530744,10,4,96804.33475019282,9,4,90681.97270479903,9,5,90269.2575814772,11,4,79572.48668923676,9,4,90515.39364100643,10,4,87276.80853415554,10,5,0.021544005661262133,0.8346903563375618
P00656,GENE0656,Protein description 656,GENE0656_HUMAN,45699.03029207345,15,7,58435.35308386737,15,7,54656.96424887446,13,8,69163.55803582264,13,8,58256.84988437848,13,8,63020.92447791665,13,8,44600.723439508954,13,8,55602.09768635356,14,8,44005.786866173534,15,7,0.26628678624866176,0.10557127693980996
P00657,GENE0657,Protein description 657,GENE0657_HUMAN,10055.890967121963,1,2,7624.629399610987,3,2,7607.829421389782,2,3,,2,2,7396.807353104399,3,2,7191.0261948191155,1,3,5555.625050403445,2,2,5312.078966013124,1,3,6821.942842841068,3,3,-0.1961568573747794,0.33970835537147287
P00658,GENE0658,Protein description 658,GENE0658_HUMAN,49773.20961824033,5,5,46707.530118424154,5,5,47549.84381465224,4,5,613578.6269187734,4,6,599416.0642663593,5,5,761901.8030365268,5,5,202483.74970133282,5,5,216042.24373703758,4,6,249404.93275228929,5,6,3.769243383299532,4.903107988587899e-06
P00659,GENE0659,Protein description 659,GENE0659_HUMAN,282148.1481255947,10,3,238158.34711386068,11,3,240851.56089040512,11,3,365556.76533886354,12,2,260385.9017152892,10,3,331019.5401272642,11,2,188592.22926928868,12,3,208850.68242970936,10,2,255911.45606717773,12,2,0.32038163445706047,0.12472352550522063
P00660,GENE0660,Protein description 660,GENE0660_HUMAN,18098.228507505202,2,6,16117.107218019974,4,6,20644.153263404834,2,6,22782.209666522387,2,6,20659.5369619147,2,5,19921.150132235736,4,5,14192.14600943467,4,6,,2,5,16813.76939741959,2,6,0.2129473277221834,0.14611939452965633
P00661,GENE0661,Protein description 661,GENE0661_HUMAN,2111.86019148791,6,2,1560.6062427360343,5,3,1418.6576435134496,4,3,,5,3,1830.3440765512762,5,2,2138.5950945390714,5,2,1592.885505594013,4,2,1289.4804693064557,5,2,1290.0642155193677,6,2,0.2426733257798066,0.3838792668882486
P00662,GENE0662,Protein description 662,GENE0662_HUMAN,35528.6734710664,2,4,29486.36275785452,3,4,36182.048835263886,3,4,34322.15561498434,1,4,35537.78954075392,1,4,32213.540877868556,1,5,24778.449380610346,2,5,22574.511706968144,3,5,34496.75560508868,2,4,0.01728518724719663,0.8749276638276231
P00663,GENE0663,Protein description 663,GENE0663_HUMAN,,3,6,6215.338982144431,3,6,6574.445658993879,2,6,7434.018215904901,2,6,7765.403047943047,1,6,7829.574556250783,3,7,4836.372319927971,2,7,7942.449922041076,1,6,7486.10685880005,1,6,0.2636944825931753,0.00845830605398087
P00664,GENE0664,Protein description 664,GENE0664_HUMAN,14874.407754983244,6,4,19878.523759252832,6,3,18536.104904928347,8,3,20531.263550245476,6,4,19453.386072988527,8,3,20166.45591067065,7,3,14224.895023263736,7,4,14157.723122913154,8,3,15864.081042496391,7,3,0.18514010432498829,0.22194453394777655
P00665,GENE0665,Protein description 665,GENE0665_HUMAN,27198.75677839772,11,8,28286.1814237412,9,8,30517.36027629582,10,7,23901.96258784135,11,7,32605.334767866923,10,7,36149.04592277942,11,7,25033.233277393716,11,8,24948.987933193806,11,8,22250.783972740956,10,8,0.08764212394102877,0.6618279601179784
P00666,GENE0666,Protein description 666,GENE0666_HUMAN,,4,1,1333.6157687150937,2,1,2099.6412502722574,4,2,1510.4539931547147,4,2,1669.74108349909,4,2,1633.8009893225778,2,2,1503.4841923896267,3,1,1287.1221230332512,4,1,1567.2938535876442,4,2,-0.0617966527318643,0.8210854355481404
P00667,GENE0667,Protein description 667,GENE0667_HUMAN,2552.0514081688552,14,1,1833.738248290355,14,2,1775.5787681196803,13,2,2366.674391528555,15,2,2658.9068710670426,13,1,1907.7704334574387,15,2,2161.061905716349,13,2,1766.201333693925,15,2,1674.286904753824,14,1,0.17694919513805019,0.4630781132398835
P00668,GENE0668,Protein description 668,GENE0668_HUMAN,76726.41181697189,11,3,84081.26879450202,13,2,78768.03599131513,13,2,70526.05231045844,11,3,91794.83054153532,12,3,89213.12647347029,12,2,52624.14196905725,12,2,68341.34679433165,11,3,62637.73137498923,13,3,0.06156905478538732,0.6524650910682928
P00669,GENE0669,Protein description 669,GENE0669_HUMAN,14305.86384792158,9,3,13775.885842550539,11,2,,10,2,13747.467647929556,9,2,13039.296498826374,10,2,15703.056554629282,10,2,10969.967682709677,11,3,10530.445608818682,9,3,12433.098296549062,10,2,0.00831658862243323,0.941841629895853
P00670,GENE0670,Protein description 670,GENE0670_HUMAN,296.93159442350634,2,4,424.08073147697746,1,3,296.7329760806383,3,3,4470.256645363012,1,3,3932.5785730349603,2,4,4326.96428810462,3,4,388.825934846733,2,3,386.27560340080413,3,4,353.0768568769827,3,4,3.663779314995642,3.463712352347697e-05
P00671,GENE0671,Protein description 671,GENE0671_HUMAN,118012.36898719694,8,8,140222.2543428491,7,8,150084.04903104482,7,8,148600.209361977,8,7,157465.19352475958,9,7,152468.96239445874,7,8,114195.93762904055,7,8,103768.02154683277,8,7,122892.01624900126,9,8,0.1741868788047185,0.17573605511505122
P00672,GENE0672,Protein description 672,GENE0672_HUMAN,58255.65258881375,13,3,52028.28079475759,14,2,45058.58598757467,12,3,64130.54434978532,14,3,61096.87898893127,13,3,80428.15239292331,12,2,43987.55390298786,14,3,45047.35454275991,12,2,,13,3,0.4021049325970001,0.06872853211487201
P00673,GENE0673,Protein description 673,GENE0673_HUMAN,11558.611973859583,4,4,10209.785441469348,4,3,11230.588146886363,5,3,10399.934744852479,6,4,,5,3,11642.630650605148,4,3,7834.232848279479,4,3,7005.0161338284215,6,4,8258.325635339444,4,3,0.0025443762751002907,0.9797875978233583
P00674,GENE0674,Protein description 674,GENE0674_HUMAN,3775.813428430916,9,2,3430.881315064827,9,2,3615.595942677951,8,2,4402.914731556463,10,2,4408.614348426019,10,2,3713.4919937679556,10,2,3357.988730676375,9,1,2662.7550456140716,8,2,,9,2,0.20732016464565106,0.08589890404691122
P00675,GENE0675,Protein description 675,GENE0675_HUMAN,130323.16221448252,9,7,129058.66415840921,8,7,134724.93892220652,8,6,167363.10604665973,10,6,122704.6402250572,9,7,152355.5396382615,10,6,104030.11885809561,8,6,126000.9279142309,8,7,125956.45023884771,8,6,0.15515861668584563,0.3110191910258577
P00676,GENE0676,Protein description 676,GENE0676_HUMAN,63283.891019125884,11,4,48585.24460568478,10,5,54214.531384919996,12,4,58498.700615703514,10,4,68928.61048312935,11,4,74820.84594746378,12,5,713258.6274600832,11,5,615660.2164601631,12,5,611269.655628326,11,5,0.28530388491459924,0.13389357837352903
P00677,GENE0677,Protein description 677,GENE0677_HUMAN,2361466.136109877,12,1,2235317.017470543,13,1,2439355.294481096,14,2,2331938.5215598587,13,2,2211826.485697025,12,1,2492193.7975375373,12,2,1550590.8251601981,14,1,1571848.5497737178,14,1,2239500.9708184157,14,2,-0.0008259920079041194,0.9899950801485754
P00678,GENE0678,Protein description 678,GENE0678_HUMAN,53914.84356597386,3,4,65071.433779141684,4,5,62392.171893749364,4,4,74470.65572405954,2,4,,4,4,72210.69938867925,2,5,65636.53902802213,3,5,54489.1386292493,3,4,77620.60553265286,3,4,0.28308503932144724,0.07799449952351109
P00679,GENE0679,Protein description 679,GENE0679_HUMAN,74447.6184020521,3,2,56755.02734290737,3,2,63841.12816654846,2,3,87450.6420352641,1,2,72899.07473503982,1,3,82329.66767795561,2,3,49789.559132722985,3,3,66800.76437806776,2,3,65384.08348301363,3,2,0.3201072822792721,0.07989498229179615
P00680,GENE0680,Protein description 680,GENE0680_HUMAN,26081.496438046808,3,3,23509.5168173079,3,3,22440.953046062412,3,3,29047.28379203891,4,4,28966.3515149942,2,4,25491.598196556533,4,4,18937.48310243991,4,3,22499.692053371873,3,4,23043.858106095602,3,3,0.2134658624036927,0.0750853943332294
P00681,GENE0681,Protein description 681,GENE0681_HUMAN,137409.73792297533,4,3,112888.90460582066,5,2,135961.46250723198,6,3,1265479.3653709982,5,2,1131380.3857474932,5,2,938822.5616455453,6,3,113403.9568624638,6,3,139179.7009131139,4,2,106523.3924612531,5,2,3.1052970067924726,3.735995040300524e-05
P00682,GENE0682,Protein description 682,GENE0682_HUMAN,71421.46684619471,7,6,112380.6406359891,7,6,94478.10833523914,6,7,482620.8576414393,7,6,633496.6091568603,6,7,534319.5178922381,7,6,100769.91365162848,5,7,93395.84821741973,6,7,98745.47791824359,5,6,2.5836848994401542,0.00031295090294208806
P00683,GENE0683,Protein description 683,GENE0683_HUMAN,261814.8862322099,12,2,287890.97375316994,13,1,329549.8852630331,14,1,312209.57722373557,14,2,328214.46242402296,12,2,305374.7177048351,14,2,248266.5637212906,12,2,311578.7256648689,12,2,221483.82985306464,14,2,0.11105589211755884,0.3337161289671854
P00684,GENE0684,Protein description 684,GENE0684_HUMAN,13982.989914223139,9,6,12326.191500837607,7,5,14997.87244499741,8,5,1663.3119975599895,8,5,1487.0757289362825,8,5,1776.5532850525499,9,5,12599.959768817827,7,6,11624.987170544657,9,6,13547.592800704424,7,5,-3.0667747478869796,1.0450576696672289e-05
P00685,GENE0685,Protein description 685,GENE0685_HUMAN,15478.301737600928,10,6,13386.656315023612,12,7,16951.426327966423,10,6,1935.1418018329994,10,7,1442.9828311275007,12,6,1828.7879349312566,10,6,12371.390221070236,11,6,15808.633139656416,12,7,11183.73465554534,11,7,-3.141950861480195,4.297653889334681e-05
P00686,GENE0686,Protein description 686,GENE0686_HUMAN,,8,1,10222.21194159703,8,2,13607.76229700548,9,2,,9,2,16281.81751912969,8,1,17976.517361342398,9,1,11356.595485961092,9,1,15096.126080217584,8,1,12617.233624208002,10,1,0.5366190258844163,0.13328193538520253
P00687,GENE0687,Protein description 687,GENE0687_HUMAN,132385.1223063857,14,8,125270.08689599285,13,8,120956.71530070319,15,7,,14,7,150024.00542703,14,8,135725.958790382,14,7,103100.38609165786,13,8,105226.2870111095,14,8,89338.3006348278,13,8,0.17818707980658743,0.09179154908883078
P00688,GENE0688,Protein description 688,GENE0688_HUMAN,421625.2894059604,7,6,433259.9808771284,5,6,414278.7843876163,6,6,37708.64755975781,7,7,35541.8408960941,6,7,36592.68639504985,5,7,343855.95706665254,7,6,356881.1461402568,5,6,420572.5902219088,7,6,-3.5305371547205535,3.564289528702053e-08
P00689,GENE0689,Protein description 689,GENE0689_HUMAN,,10,2,14044.54916211477,10,2,13021.10532101104,11,2,18327.9742436856,10,3,13176.913789887834,9,2,13668.126772371297,11,2,14452.384067204044,11,2,13042.366683161556,9,3,12856.4521223622,11,3,0.13886067716020456,0.5349513050240193
P00690,GENE0690,Protein description 690,GENE0690_HUMAN,15114.211524591117,4,5,15130.474049397975,4,4,15325.75254541201,6,5,17392.63950197902,6,4,19119.232081701586,5,5,19059.944071804424,4,4,15295.15493136421,6,4,15500.153798666195,5,4,15375.465561004488,4,5,0.28490817758309817,0.0032511461321394998
P00691,GENE0691,Protein description 691,GENE0691_HUMAN,54888.50364390128,6,5,72968.15553795628,5,5,63799.12154191387,4,6,62324.75472381794,4,5,55020.62686636022,5,6,52031.68481617865,6,5,41961.321167185255,5,5,46119.99823177567,6,5,44265.755116695145,5,5,-0.17271308500510862,0.2890491239142101
P00692,GENE0692,Protein description 692,GENE0692_HUMAN,23450.723510839627,13,4,20131.938671754804,14,5,21465.05889744933,15,5,32183.12271230639,13,4,30493.972770782475,13,5,25319.81530004821,13,5,19173.608342266718,14,5,21451.054171081883,15,4,21054.63588496223,15,4,0.4313288806217912,0.024564150984343273
P00693,GENE0693,Protein description 693,GENE0693_HUMAN,131276.34458862248,2,7,147183.67882261623,1,6,140851.27627597086,3,6,167195.7135998209,3,7,228228.99133676643,3,6,178581.7479531855,1,7,161088.18742392203,3,7,161982.82663818367,1,6,131274.21240069563,2,6,0.44140241812964476,0.038087927828416406
P00694,GENE0694,Protein description 694,GENE0694_HUMAN,649.3386895262291,4,8,713.0653961636449,5,7,521.5534623796771,4,8,656.9356423240506,5,7,699.6102122970296,6,8,781.6290036988958,5,8,476.94260929486995,5,7,589.2704653962016,6,8,546.3915411397661,6,8,0.1909888936226931,0.2785933635514548
P00695,GENE0695,Protein description 695,GENE0695_HUMAN,7715.281475748254,8,4,9896.318333338666,7,4,8090.126189742209,7,3,8577.11405102297,8,3,8665.777189631384,7,4,10864.40014927609,7,3,6025.598140457002,6,3,6649.701034419107,7,4,7659.33190466743,8,4,0.12886171969802263,0.45668086502036215
P00696,GENE0696,Protein description 696,GENE0696_HUMAN,8980.813850507158,3,1,9609.107778771815,2,2,7462.427849903904,4,1,8543.539416590369,4,2,7399.223089312786,2,1,10230.756369767561,3,1,1272.548944983353,2,1,,3,2,1190.9659832867105,2,2,0.002051608786443282,0.9911421695137046
P00697,GENE0697,Protein description 697,GENE0697_HUMAN,592.2786985319516,11,5,,13,5,565.4724290282917,11,4,643.1165473132329,11,5,,11,4,564.6680748327767,13,4,483.8553766427438,11,5,,12,5,,13,5,0.05837519648076217,0.6171722561279402
P00698,GENE0698,Protein description 698,GENE0698_HUMAN,4485.888665660367,6,6,4922.051708278483,7,6,7628.9061986298975,5,5,5780.156167635225,7,5,7893.61042111285,7,6,6493.393686131094,7,5,3973.193503040501,7,5,,7,5,5279.649698383074,7,5,0.2715455393815578,0.3717707836058977
P00699,GENE0699,Protein description 699,GENE0699_HUMAN,5786.225055087985,6,6,5552.047258273535,8,7,6072.673405950926,6,7,549.4157651669711,6,7,600.28550247421,8,7,496.79037568557516,7,6,64227.602587937,7,7,65408.48786977488,7,7,75981.35897410849,7,6,-3.405857997929001,2.575203104392164e-06
P00700,GENE0700,Protein description 700,GENE0700_HUMAN,22819.999020394465,5,2,,4,3,20777.68478695034,4,2,25549.52365936336,4,2,27533.970155487015,5,3,24440.701831067072,6,3,17736.257927056886,5,3,18240.184457091393,5,2,,6,2,0.2452647673002648,0.05820432193682504
P00701,GENE0701,Protein description 701,GENE0701_HUMAN,219235.9099380508,13,8,215211.80409735302,13,8,285260.2969518865,12,8,1467728.8834863305,12,7,1289156.9639645547,14,8,1353877.3851701235,14,7,180675.7828299133,12,7,203366.5289382011,13,8,166094.89558732937,14,7,2.5241248349420786,5.912657702826752e-05
P00702,GENE0702,Protein description 702,GENE0702_HUMAN,19178.388413081964,8,2,18944.147127487133,7,1,23448.168355678572,8,2,25975.95273004766,8,2,23858.311166817282,6,2,27024.547282406256,6,1,15682.311953290984,8,2,17702.881888137443,6,2,19892.473445140793,7,1,0.325076707501637,0.04512874098961325
P00703,GENE0703,Protein description 703,GENE0703_HUMAN,4993.199057676143,13,5,6083.891965825232,11,5,5108.799514362146,13,6,6115.355038356446,11,5,6491.156139530277,12,5,6921.918501473966,12,5,5130.899391228796,12,5,4290.194475041315,12,6,4741.1437424854585,11,5,0.274713465584,0.05712280354046051
P00704,GENE0704,Protein description 704,GENE0704_HUMAN,31794.948871733264,10,5,32673.54614649549,11,4,27454.93435552744,11,4,,11,5,3359.1887407721397,9,5,3782.637752797993,11,4,20418.204014343646,11,5,23986.605977348372,9,4,24592.49411390968,11,5,-3.099504052759375,0.0001247213203032755
P00705,GENE0705,Protein description 705,GENE0705_HUMAN,237220.25368971005,13,5,230169.5548307448,14,5,187881.68056662777,14,6,219344.93669218154,14,6,207837.23731677452,14,5,217222.31426534423,15,5,160530.48013456116,13,5,166341.25534076145,15,6,187746.16247353982,15,5,-0.01697357880917849,0.8830569146291157
P00706,GENE0706,Protein description 706,GENE0706_HUMAN,6020.123162091011,8,3,6900.590990142997,9,3,5500.562605467426,10,2,7624.060103483579,8,2,7245.4148584158975,10,3,,8,2,5131.872986604804,9,3,5453.304169579574,8,3,4587.098610045097,8,3,0.28178319063727386,0.11092928245116025
P00707,GENE0707,Protein description 707,GENE0707_HUMAN,7383.94521404724,14,8,7481.83984722435,15,8,7591.891742619493,13,8,6694.085165225514,13,7,7885.248391211947,15,8,7090.3736555480145,13,8,6445.777355275952,14,7,5583.872905282811,14,8,6256.876404799069,13,8,-0.05477986269548296,0.47858542970011025
P00708,GENE0708,Protein description 708,GENE0708_HUMAN,66072.54922148565,11,2,96608.92450117492,10,1,,10,1,99111.24819762517,11,2,89492.92292804804,12,1,90919.48431924176,10,2,80017.49098466561,10,2,75684.2084675993,10,2,80726.44586425486,11,1,0.22036689517380026,0.37624780608585146
P00709,GENE0709,Protein description 709,GENE0709_HUMAN,23062.095101546638,2,6,22900.809984311538,2,7,22808.121774236683,1,7,22659.802778333607,2,7,24353.110908955194,2,7,22154.66285270702,2,7,19162.581933340876,1,7,23556.695610815834,2,7,17586.7110936375,3,6,0.00712729925735367,0.8717545654633178
P00710,GENE0710,Protein description 710,GENE0710_HUMAN,127109.01083175873,5,5,141012.26903913292,5,4,97508.54921479226,3,4,139167.87363592954,3,5,121982.31911140512,5,5,114149.14976500288,5,5,103621.3216640107,3,5,77467.46069931258,3,4,75917.11860196812,5,5,0.04964358413125325,0.7956569596098101
P00711,GENE0711,Protein description 711,GENE0711_HUMAN,34725.61916519648,13,4,26613.464239235553,13,4,28308.614952418975,13,4,38827.677967542215,12,4,45583.23823426899,12,4,39584.650661168314,12,5,23196.708157680663,13,4,39179.44237454494,11,4,30810.50942060068,13,5,0.47371068982694453,0.025880795858849247
P00712,GENE0712,Protein description 712,GENE0712_HUMAN,97088.33062517602,2,3,141201.09127600986,2,3,92757.52190569903,3,3,119669.80335955681,3,3,151103.2577222379,2,4,113307.20138654714,1,3,98078.20156694656,1,4,80657.66829537222,1,3,93521.36293113513,2,4,0.22939208321663784,0.37583408385317113
